tweet count,id,tweet content,month,day,hour,source,friends,
108,1.31E+18,"b'.@GNB_Lara, detuvieron a 20 Cddnos, quienes se encontraban realizando una fiesta clandestina con ingesta de bebidas alcohol\xc3\xadcas, incumpliendo el Decreto, para la prevenci\xc3\xb3n del #COVID-19 #21Sep  #GarantizamosLaPaz \nGNB #JuntoAlPuebloSomosGarant\xc3\xadaDePaz https://t.co/fxJuJsGiWq'",6,24,18,Twitter for Android,190,
109,1.31E+18,"b'@smdiehl Not about facebook,  but related. What about digital rights making it hard to trace contacts , as required in dealing with #covid?'",12,11,10,Twitter for Android,267,
110,1.31E+18,"b'RT @draolgaponce: #COVID. \nError haber dicho a la gente: ""Si tienes s\xc3\xadntomas respiratorios qu\xc3\xa9date en casa, a\xc3\xadslate. Solo si tienes dificul\xe2\x80\xa6'",3,29,15,Twitter Web App,100,
111,1.31E+18,"b'Not closing schools is terrible! No school has social distances, at least someone in a one year has the virus? What\xe2\x80\x99s the bloody point your risking young people\xe2\x80\x99s lives!!!! #britian #uk #schools #covid'",4,7,20,Twitter for iPhone,41,
112,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",10,9,23,Twitter for Android,329,
113,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",1,26,2,Twitter for iPhone,132,
114,1.31E+18,"b""RT @tcabarrus: #Covid \xc3\xa0 l'#ecole: 2000 classes ferm\xc3\xa9es, c'est beaucoup et c'est peu sur 450.000 classes en France. Ce sera beaucoup moins d\xe2\x80\xa6""",3,24,7,Twitter for Android,328,
115,1.31E+18,b'RT @jitarsa_school: \xe0\xb8\x88\xe0\xb8\xb4\xe0\xb8\x95\xe0\xb8\xad\xe0\xb8\xb2\xe0\xb8\xaa\xe0\xb8\xb2 904 \xe0\xb9\x82\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\x87\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x9f\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\xa1\xe0\xb8\x95\xe0\xb8\xb1\xe0\xb8\xa7\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x87\xe0\xb8\xaf \xe0\xb8\x95\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xa0\xe0\xb8\xb1\xe0\xb8\xa2\xe0\xb9\x82\xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\xb4\xe0\xb8\x94 \xe2\x80\x93 19 \xe0\xb8\x93 \xe0\xb8\x9a\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x9a\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\xab\xe0\xb8\xa7\xe0\xb8\xb5 \xe0\xb8\x95.\xe0\xb8\x95\xe0\xb8\xb0\xe0\xb8\x99\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb8\xa8\xe0\xb8\xa3\xe0\xb8\xb5 \xe0\xb8\xad.\xe0\xb8\xaa\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x9c\xe0\xb8\xb6\xe0\xb9\x89\xe0\xb8\x87 \xe0\xb8\x88.\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x8a\xe0\xb8\x9a\xe0\xb8\xb8\xe0\xb8\xa3\xe0\xb8\xb5\n#\xe0\xb8\x88\xe0\xb8\xb4\xe0\xb8\x95\xe0\xb8\xad\xe0\xb8\xb2\xe0\xb8\xaa\xe0\xb8\xb2 \n#\xe0\xb9\x82\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\x87\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x9f\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\xa1\xe2\x80\xa6',9,21,7,Twitter for Android,1,
116,1.31E+18,b'RT @1eraRurales819: Como parte de las medidas para prevenir el contagio de la #COVID-19 realizamos una jornada de desinfecci\xc3\xb3n en las insta\xe2\x80\xa6',11,19,22,Twitter for Android,584,
117,1.31E+18,b'RT @mister_wynn: #auspol\n\nNSW CRISIS:\n\nThe Morrison #CovidApp is an expensive dud &amp; is not working.\n\nThe NSW #Covid tracing team are stumpe\xe2\x80\xa6',5,4,8,Twitter Web App,285,
118,1.31E+18,"b'#Colombia pa\xc3\xads donde creen que abejas adiestradas reciben \xc3\xb3rdenes d ataque, a chocolate #Covid para generar atentados, pero siempre hay el que cree tanta estupidez y medios que les gusta perder credibilidad con estas noticias #21Sep #ParoNacional #Covid_19 #ParoHoyEs #21sPorLaPaz'",12,13,19,Twitter for Android,5001,
119,1.31E+18,b'La ciudad de #NuevaYork ha controlado el #COVID-19 pero a un gran costo. https://t.co/d1pI83D8kW',9,2,15,WordPress.com,1395,
120,1.31E+18,"b'RT @IAIM_VE: #Gesti\xc3\xb3nIAIM || #21Sep Acatando la orden del Pdte. @NicolasMaduro, evitamos la propagaci\xc3\xb3n del #Covid-19, mediante el Plan de\xe2\x80\xa6'",2,15,14,Twitter Web App,93,
121,1.31E+18,b'#Covid-19 ki vaccine jaldi approve kro https://t.co/MAgzN1xTvl',4,12,12,Twitter Web App,20,
122,1.31E+18,b'RT @ChurchPOP_es: Expres\xc3\xb3 su dura cr\xc3\xadtica sobre lo que est\xc3\xa1 viviendo la Iglesia.\n\n#Catholic #COVID #coronavirus #IglesiaCat\xc3\xb3lica #JimCaviez\xe2\x80\xa6',11,23,12,Twitter Web App,125,
123,1.31E+18,b'RT @DonnaHowardTX: 6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/2\xe2\x80\xa6',3,22,19,Twitter for iPhone,2216,
124,1.31E+18,"b'En #ITResellerSeptiembre analizamos desde la perspectiva tecnol\xc3\xb3gica c\xc3\xb3mo ser\xc3\xa1 este a\xc3\xb1o la campa\xc3\xb1a de #VueltaalCole, totalmente supeditada, como no pod\xc3\xada ser de otra forma, por la pandemia del #COVID-19 https://t.co/W4qdzS36V7 #RevistaDigital https://t.co/LJUXbFL6re'",1,26,19,TweetDeck,3251,
125,1.31E+18,"b'RT @draolgaponce: #COVID. \nError haber dicho a la gente: ""Si tienes s\xc3\xadntomas respiratorios qu\xc3\xa9date en casa, a\xc3\xadslate. Solo si tienes dificul\xe2\x80\xa6'",9,2,19,Twitter for iPad,925,
126,1.31E+18,b'RT @SuarezBolivia: El r\xc3\xa9gimen es irresponsable se burla del sistema educativo. \nEs Imposible iniciar clases presenciales no s\xc3\xb3lo por la #CO\xe2\x80\xa6',5,7,2,Twitter for Mac,180,
127,1.31E+18,b'RT @jm_salcedo: Acabada la 4\xc2\xaa edici\xc3\xb3n de mi Gu\xc3\xada pr\xc3\xa1ctica para impugnar la plusval\xc3\xada de @SepinEditorial \xf0\x9f\x98\x85\n\nAdaptada a los plazos del #COVID\xe2\x80\xa6',8,8,8,Twitter Web App,8922,
128,1.31E+18,"b'RT @wspickerman: If this is the case, than that means those who have had #Covid-19 are at an even higher risk than the vulnerable. Which =\xe2\x80\xa6'",11,25,21,Twitter for iPhone,1138,
129,1.31E+18,b'RT @DonnaHowardTX: 6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/2\xe2\x80\xa6',2,24,3,Twitter for Android,14001,
130,1.31E+18,b'RT @Cartoon4sale: Brian Adcock: The shits about to hit the fan and most of that vile excrement comes from the arse of delusional entitled f\xe2\x80\xa6',4,21,8,Twitter Web App,686,
131,1.31E+18,"b'RT @BetteMidler: #RBG has knocked #Covid out of the news. \xc2\xa0BUT YOU KNOW, AND I KNOW, SHE WANTS YOU TO REMEMBER 200,000 ARE DEAD!   She also\xe2\x80\xa6'",3,31,21,Twitter for iPhone,167,
132,1.31E+18,b'RT @PrisionesEstado: El panorama pol\xc3\xadtico espa\xc3\xb1ol es esperp\xc3\xa9ntico.\n\nVeremos como salimos de esta.\n\n#Covid',4,27,1,Twitter for Android,6926,
133,1.31E+18,"b""Final point: big disagree with @registrarism @Wonkhe https://t.co/6EL3y9P4D7 here. Watching UK HE is like watching a slow train wreck. No amount of on-campus 'Preparation, preparation, preparation' can reduce the *off-campus* factors leading to #COVID outbreaks.""",2,16,4,Twitter Web App,9939,
134,1.31E+18,"b'RT @modrnhealthcr: The first five months of the #COVID-19 pandemic in California rank among the deadliest in state history, deadlier than a\xe2\x80\xa6'",9,23,15,Twitter for iPhone,104,
135,1.31E+18,"b""RT @21WIRE: Know your #COVID #Propaganda:\n\nToday's lesson: #Casedemic 101\n\nThe Gov't, #ChrisWhitty #PatrickVallance are LYING to you when t\xe2\x80\xa6""",8,5,11,Twitter Web App,5001,
136,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',9,6,18,Twitter for iPad,5995,
137,1.31E+18,"b'RT @IAIM_VE: #Gesti\xc3\xb3nIAIM || #21Sep Acatando la orden del Pdte. @NicolasMaduro, evitamos la propagaci\xc3\xb3n del #Covid-19, mediante el Plan de\xe2\x80\xa6'",10,22,13,Twitter for Android,20,
138,1.31E+18,"b'CDC has changed its mind, again. #COVID19 #aerosols #Covid #CDC'",1,4,22,Twitter for iPhone,1047,
139,1.31E+18,"b'#Republicans failure re: #COVID19 , their unwillingness to help people/businesses hurt by #CoVid, their wanting to overturn Roe v Wade... \n\nThey have become the #DeathParty!\n\n#WorstPresidentEver \n\n#TrumpVirus \n\n#TrumpTraitor #TrumpResign #TFA #MSNBC #COVID19 #TrumpLiedPeopleDied https://t.co/jC2s9qSoAw'",10,25,7,Twitter Web App,43,
140,1.31E+18,b'RT @Haydi_Ahbap: #Mersin Toros Devlet Hastanesinde tedavi g\xc3\xb6rmekte olan Abdurrahman Erden i\xc3\xa7in #covid-19 tedavisi g\xc3\xb6rm\xc3\xbc\xc5\x9f ve iyile\xc5\x9fmi\xc5\x9f ki\xc5\x9fil\xe2\x80\xa6',8,19,19,Twitter for Android,2690,
141,1.31E+18,b'RT @kattolikamente: #Caldoro dice che in #Campania ha perso per colpa del #Covid. Il centrodestra continui cos\xc3\xac se si vuole fare male. http\xe2\x80\xa6',6,12,20,Twitter for Android,256,
142,1.31E+18,b'RT @MPPTransporte: #Ent\xc3\xa9rate || El Gobierno Bolivariano liderado por el Pdte. @NicolasMaduro ha habilitado la #RedCentral con 6 Hospitales\xe2\x80\xa6',2,15,14,Twitter Web App,93,
143,1.31E+18,b'RT @Marivi_29: Pod\xc3\xa9is empezar a llenar congeladores #covid #coronavirus https://t.co/o9wsmyeDkU',7,18,15,Twitter for Android,683,
144,1.31E+18,"b'Over 200,000 Americans are dead from #Covid because of Trump\xe2\x80\x99s incompetence. Never forget!!!'",3,12,18,Twitter for iPhone,4453,
145,1.31E+18,b'RT @dggfthr: Err\xc5\x91l is a f\xc3\xa9rfiak tehetnek... #covid https://t.co/q48ovWB6sk',4,23,7,Twitter for iPhone,300,
146,1.31E+18,"b""RT @647_416: Practically speaking, what's worth doing right now?\nLike, should I quit my job and flee, should I try to pay off my mortgage,\xe2\x80\xa6""",6,1,0,Twitter Web App,674,
147,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',7,12,15,Twitter for Android,4933,
148,1.31E+18,b'RT @IbrahimAbaann: Abdulla Shaahid veema qurantine vaakah nujehey event thakuga baiveri vaan huhdha libey. Abdulla shahid veema #Covid nuje\xe2\x80\xa6',2,10,19,Twitter for Android,827,
149,1.31E+18,"b""RT @electroboyusa: .@Havok_2O18 is a single dad of four kids (I'm a single dad, too). But he's now been through #COVID and recently pneumon\xe2\x80\xa6""",9,2,8,Twitter Web App,38513,
150,1.31E+18,"b'RT @emilysmithLD: Have been trying and failing to get a #Covid test for my son since 8am. So, tomorrow he and his (healthy) brother will mi\xe2\x80\xa6'",4,9,11,Twitter for Android,1133,
151,1.31E+18,"b'RT @StefSimanowitz: 4. #Palantir, run by right-wing billionaire Peter Thiel, won a $7.5m contract to build the #COVID digital platform for\xe2\x80\xa6'",6,26,16,Twitter Web App,1506,
152,1.31E+18,b'RT @DonnaHowardTX: 6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/2\xe2\x80\xa6',1,13,3,Twitter for iPad,330,
153,1.31E+18,"b'RT @EricSevillamx: Hoy celebramos el #D\xc3\xadaInternacionalDeLaPaz. Ante la pandemia de #COVID-19, recordamos que ""Forjando la paz juntos"", logr\xe2\x80\xa6'",8,28,16,Twitter for iPhone,99,
154,1.31E+18,"b'RT @StefSimanowitz: 3. In May, Amnesty warned: \xe2\x80\x9cThe shadowy data-mining firm Palantir, whose technology has powered some of the most nefari\xe2\x80\xa6'",6,26,16,Twitter Web App,1506,
155,1.31E+18,"b'RT @BetteMidler: #RBG has knocked #Covid out of the news. \xc2\xa0BUT YOU KNOW, AND I KNOW, SHE WANTS YOU TO REMEMBER 200,000 ARE DEAD!   She also\xe2\x80\xa6'",9,13,20,Twitter for iPhone,113,
156,1.31E+18,"b'RT @CubaCuco: #Trump se acuerda de su pueblo y les promete una vacuna contra el #covid-19 para noviembre, pero autoridades sanitarias lo co\xe2\x80\xa6'",12,20,3,Twitter for Android,3297,
157,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",4,11,14,Twitter for Android,4247,
158,1.31E+18,b'How #COVID has altered the conversation about money #divorce #familylaw #orangecount #california https://t.co/JYlNOgyk9R',4,5,17,Twitter Web App,517,
159,1.31E+18,"b'RT @drboycewatkins1: Arnold Barnett, a professor of statistics at MIT says that The odds of a passenger catching Covid-19 on a flight and d\xe2\x80\xa6'",8,26,17,Twitter for iPhone,5001,
160,1.31E+18,b'RT @jylgallou: Techniques d\xe2\x80\x99ahurissement du gouvernement :\n1-#Blanquer ferme les classes et les \xc3\xa9coles pour 14 jours d\xc3\xa8s le premier cas de\xe2\x80\xa6',6,18,9,Twitter for Android,107,
161,1.31E+18,b'RT @himantabiswa: \xf0\x9f\x93\x8cAlert ~ 2640 #COVID cases detected today out of 35603 tests.\n\nPositivity Rate- 7.42%\n\nKamrup M- 574; Jorhat- 240; Lakhim\xe2\x80\xa6',1,19,1,Twitter for Android,4936,
162,1.31E+18,"b'RT @uoregon: We didn\xe2\x80\x99t choose #COVID-19,\xc2\xa0but we can choose the way forward.\xc2\xa0Ducks don\xe2\x80\x99t wait for the future to happen \xe2\x80\x94 we work together to\xe2\x80\xa6'",5,6,4,Twitter for Android,413,
163,1.31E+18,"b'Another order of #antibacterial soap, ready for despatch. #COVID #WashYourHands #lovelilysoaps\nhttps://t.co/asCfoH3NZd https://t.co/g9OjYbjeLt'",1,22,23,Twitter for Android,322,
164,1.31E+18,b'Biogroup amorce sa conqu\xc3\xaate de l\xe2\x80\x99international et s\xe2\x80\x99allie \xc3\xa0 ICG\n\n#Test\n#covid \n\nhttps://t.co/mNx1bNDhXb',1,9,16,Twitter for Android,4994,
165,1.31E+18,b'RT @ErinClouse: Update 9/21:  7-day average of #Covid cases by county shows increases in Utah County outpacing Salt Lake County in the last\xe2\x80\xa6',9,29,21,Twitter Web App,175,
166,1.31E+18,b'@absby The roof over my head after struggling with #homlessness for 10yrs off and on and my #health in these uncertain days of #COVID #WearAMask #HealthForAll #HealthyLiving',4,27,2,Twitter for Android,5002,
167,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",9,1,16,Twitter for iPhone,191,
168,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",8,28,2,Twitter for iPhone,994,
169,1.31E+18,"b'RT @BetteMidler: #RBG has knocked #Covid out of the news. \xc2\xa0BUT YOU KNOW, AND I KNOW, SHE WANTS YOU TO REMEMBER 200,000 ARE DEAD!   She also\xe2\x80\xa6'",10,6,5,Twitter for iPhone,113,
170,1.31E+18,"b'RT @fallingderp: wear a fucking mask, it isn\xe2\x80\x99t hard\n\n#WearAMask #Covid'",10,22,23,Twitter for iPhone,1885,
171,1.31E+18,b'RT @GNB_FajaHRCF: Como parte de las medidas para prevenir el contagio de la #COVID-19 realizamos una jornada de desinfecci\xc3\xb3n en las instala\xe2\x80\xa6',12,20,3,Twitter for Android,3297,
172,1.31E+18,"b""RT @21WIRE: Know your #COVID #Propaganda:\n\nToday's lesson: #Casedemic 101\n\nThe Gov't, #ChrisWhitty #PatrickVallance are LYING to you when t\xe2\x80\xa6""",8,2,15,Twitter for iPhone,472,
173,1.31E+18,"b""RT @VenetiaSpencer: Friendly Reminder. It's not cool to laugh at people dying from a virus that could have been contained if the President\xe2\x80\xa6""",12,2,21,Twitter for iPhone,14947,
174,1.31E+18,b'RT @royaldeaf: Coronavirus news summary special | Monday 21st September 2020\n\nHere is your coronavirus news summary special from #TeamRAD\xe2\x80\xa6',5,29,0,Twitter for iPhone,448,
175,1.31E+18,"b'I dont think #Covid is made up, I can see how deadly it is but I alsodont think anyone asking Qs about reasoning behind Govt actions and being fully fed up with Govt contradictory messaging this year shud be written off as #COVIDIDIOTS #CovidNI'",11,15,12,Twitter for Android,307,
176,1.31E+18,b'RT @cassandra17lina: So you\xe2\x80\x99re \xe2\x80\x9cyoung\xe2\x80\x9d and \xe2\x80\x9cwhite\xe2\x80\x9d and you\xe2\x80\x99re thinking that #Coronavirus can\xe2\x80\x99t touch you? Guess again. Based on the latest\xe2\x80\xa6',7,26,7,Twitter for iPhone,109,
177,1.31E+18,"b'wear a fucking mask, it isn\xe2\x80\x99t hard\n\n#WearAMask #Covid'",4,5,23,Twitter for iPad,15,
178,1.31E+18,b'RT @GobiernoMorelos: Informaci\xc3\xb3n importante sobre la situaci\xc3\xb3n del COVID-19 en Morelos al d\xc3\xada lunes 21 de septiembre de 2020. \nGracias por\xe2\x80\xa6',5,11,18,Twitter for iPhone,565,
179,1.31E+18,b'RT @Marivi_29: Pod\xc3\xa9is empezar a llenar congeladores #covid #coronavirus https://t.co/o9wsmyeDkU',2,16,16,Twitter for Android,619,
180,1.31E+18,b'RT @kokoeverett: #Australia #lockdowns #Covid',4,4,20,Twitter for iPhone,379,
181,1.31E+18,"b'COVID-19 kills ""young"" people, too. #Covid https://t.co/1OGKJ5UQ2i'",4,16,23,Twitter Web App,39,
182,1.31E+18,b'RT @SHELOVESNACKS: Wait wat...?? #nyc #newyork #newyorkcity #brooklyn #ny #manhattan #love #art #fashion #hiphop #queens #photography #musi\xe2\x80\xa6',1,22,15,LoveArtBot,1,
183,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',9,17,14,Twitter for iPhone,2083,
184,1.31E+18,b'\xe5\x90\x84\xe5\x9c\xb0\xe3\x81\xae\xe4\xba\xba\xe6\x89\x8b\xe3\x80\x80\xe6\x84\x9f\xe6\x9f\x93\xe5\x86\x8d\xe7\x88\x86\xe7\x99\xba\xe3\x81\xae\xe4\xba\x88\xe6\x84\x9f\n\xe3\x81\xbf\xe3\x82\x93\xe3\x81\xaa\xe3\x83\xbc\xef\xbc\x9f\xe3\x81\xbe\xe3\x81\xa0vaccine\xe3\x81\xbe\xe3\x81\xa0\xe7\x84\xa1\xe3\x81\x84\xe3\x82\x93\xe3\x81\xa0\xe3\x81\x9c\xe3\x80\x80\xe7\xb5\x82\xe3\x82\x8f\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xaa\xe3\x81\x84\xe3\x81\x9c\xe3\x80\x80\xe3\x81\x9d\xe3\x81\xae\xe3\x81\x86\xe3\x81\xa1flu\xe3\x82\x82\n\xe6\xb5\x81\xe8\xa1\x8c\xe3\x81\x99\xe3\x82\x8b\xe3\x81\x97\n#stillstayhome\n#\xe3\x81\xbe\xe3\x81\xa0\xe3\x81\x82\xe3\x81\x8b\xe3\x82\x93\n#\xe3\x81\xbe\xe3\x81\xa0vaccine\xe7\x84\xa1\xe3\x81\x84\n#COVID',1,14,23,Twitter for iPhone,117,
185,1.31E+18,"b'RT @StefSimanowitz: 1. Hours before recess, PM quietly announced that Downing St had taken control of the govt\xe2\x80\x99s use of data.   \n\nTrump did\xe2\x80\xa6'",6,26,16,Twitter Web App,1506,
186,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",12,18,19,Twitter Web App,162,
187,1.31E+18,b'RT @M_T_Franz: Schickt mir Fragen zu #Covid. Ich werde sie dann jeweils in twittertauglichen Videobotschaften beantworten. Also kurz und b\xc3\xbc\xe2\x80\xa6',3,14,22,Twitter for Android,4484,
188,1.31E+18,b'How can businesses use #IoT to make their workplaces safer during #COVID-19? I chat with Cory Clarke of @RXR_Realty about some of his company\xe2\x80\x99s solutions on this fresh episode of The IoT Unicorn Podcast. #MSIoT [https://t.co/GMQblwQ4aB] #newyawk #msiot #azure #ignite2020 https://t.co/lNTOJWXnBf',11,19,7,Twitter Web App,1245,
189,1.31E+18,b'\xf0\x9f\xa6\xa0Segunda ola de #Covid-19 podr\xc3\xada darse en Ciudad del Este si se relajan las medidas. #650AM\n\nhttps://t.co/t81inFCq0v',6,18,20,Twitter Web App,750,
190,1.31E+18,"b'\xf0\x9f\x93\xb7 #Covid-19 2 casos positivos en Pilar (en Pilar, Cordoba, Argentina) https://t.co/2uQ0f7uwep https://t.co/6iUdccnxVZ'",2,18,21,Tumblr,55,
191,1.31E+18,b'RT @nateoneal: High words of praise for Navajo Nation\xe2\x80\x99s response to COVID-19 from Dr. Anthony Fauci: \xe2\x80\x9cYou have proven that when you do thes\xe2\x80\xa6',3,20,0,Twitter for iPhone,123,
192,1.31E+18,b'#Covid cases near 5.5 million in India \xe2\x80\x93 Global infections pass 31 million \xe2\x80\x93 MedLancr is now trending on https://t.co/q6POCXJZDZ...\nhttps://t.co/isQXOWpsoZ',3,9,15,FS Poster,717,
193,1.31E+18,"b'#Covid-19 \n2 casos positivos en Pilar en Pilar, Cordoba, Argentina https://t.co/lzf0ePu6fG'",4,1,0,Instagram,260,
194,1.31E+18,"b'RT @Commie_Angel: Saying ""Posted in error"" is not the same as saying its untrue.\nWhy/When was the report written?\nWho posted it? #whistlebl\xe2\x80\xa6'",5,28,0,GeneralStrike,2,
195,1.31E+18,"b'#ENCUENTROS: ""LOS M\xc3\x89DICOS EN PANDEMIA""\xf0\x9f\x91\xa9\xe2\x80\x8d\xe2\x9a\x95\xef\xb8\x8f\xf0\x9f\x91\xa8\xe2\x80\x8d\xe2\x9a\x95\xef\xb8\x8f\nEste s\xc3\xa1bado 26 de septiembre a las 18:30hs, charlaremos con m\xc3\xa9dicos que se encuentran en la trinchera haciendole frente al Covid-19\xf0\x9f\xa6\xa0\nInscripci\xc3\xb3n \xf0\x9f\x93\x9d https://t.co/jGBq1jCNvf\n\nOrganiza: @CoalicionQ \n\n#Quilmes #Covid #DiaDeLaSanidad #Salud https://t.co/Z7fprJRCYX'",4,16,21,Twitter Web App,187,
